4	12.927569	4.534779	true
8	12.878527	3.117389	true
16	12.818706	4.037554	true

2	13.529933	8.088600	true
4	12.829187	4.422050	true
8	12.741124	3.141578	true
16	12.792779	4.030693	true

2	13.177208	7.920959	true
4	12.838070	4.606834	true
8	12.706327	3.172531	true
16	13.938470	3.962911	true

2	13.470269	7.973249	true
4	13.332034	4.657589	true
8	12.934935	3.539223	true
16	12.706285	3.975120	true

2	13.181605	7.995041	true
4	12.739203	4.587398	true
8	13.646177	3.036078	true
16	13.120390	4.124819	true

2	13.083407	7.452773	true
4	12.910656	4.812134	true
8	13.055845	3.112129	true
16	12.827051	4.071530	true

2	12.744988	7.782217	true
4	13.787452	4.516330	true
8	12.952302	3.082312	true
16	13.157380	4.177273	true

2	12.917447	8.454369	true
4	12.759772	4.441931	true
8	12.751303	2.980953	true
16	12.668443	3.947724	true

2	13.977555	7.459223	true
4	12.914470	4.598228	true
8	13.104872	3.056427	true
16	13.010868	4.725392	true

2	12.721436	7.855127	true
4	12.986956	4.848076	true
8	12.740796	3.106296	true
16	13.853763	4.114759	true

2	13.510630	7.746894	true
4	13.061586	4.121476	true
8	12.938226	3.154585	true
16	12.882790	3.983424	true

2	13.006947	7.850808	true
4	12.995674	4.380546	true
8	13.933656	3.036952	true
16	13.182573	4.161342	true

2	13.085810	7.145596	true
4	12.906419	4.703144	true
8	12.600153	3.414619	true
16	12.876413	3.991956	true

2	12.275092	7.632795	true
4	13.568864	4.418167	true
8	13.017449	3.179260	true
16	13.243838	4.136438	true

2	12.859228	8.396426	true
4	12.900767	4.541176	true
8	12.850321	3.145486	true
16	12.705200	4.147731	true

2	12.912144	7.767899	true
4	13.232692	4.492616	true
8	12.763671	3.097903	true
16	12.837065	4.053631	true

2	13.127815	8.154775	true
4	13.086862	4.076903	true
8	13.019898	2.960557	true
16	13.884252	3.983552	true

2	13.033470	7.985330	true
4	12.963795	4.613644	true
8	12.750608	3.012710	true
16	12.915990	4.003523	true

2	12.937589	7.474496	true
4	12.938736	4.526875	true
8	13.811000	3.076289	true
16	13.332620	4.102751	true

2	13.050502	8.114649	true
4	12.790384	4.691669	true
8	12.890851	3.200823	true
16	12.779231	3.904136	true

2	13.016078	8.079999	true
4	13.785453	4.448684	true
8	13.068710	3.155185	true
16	12.910445	4.044465	true

2	13.019349	8.393919	true
4	12.533335	3.972226	true
8	13.249293	3.181060	true
16	12.673450	4.071586	true

2	13.654997	8.183890	true
4	12.873323	4.321980	true
8	13.002445	3.138747	true
16	12.844720	3.901754	true

2	13.003943	7.647344	true
4	13.198829	4.334730	true
8	13.080052	3.204607	true
16	13.733711	3.945358	true

2	13.317268	8.167230	true
4	12.676289	4.559734	true
8	13.149333	3.234977	true
16	12.982440	4.072940	true

2	13.090922	7.708071	true
4	13.182096	4.548110	true
8	13.395927	3.044826	true
16	13.275916	4.107121	true

2	12.975441	7.956925	true
4	12.954115	4.787422	true
8	12.927785	3.183814	true
16	13.057056	3.984043	true

2	13.154165	8.028788	true
4	13.438095	4.496975	true
8	13.362688	3.100315	true
16	12.711082	4.123826	true

2	13.268136	8.501084	true
4	12.993914	4.615789	true
8	13.256958	3.229477	true
16	12.700825	4.143598	true

2	13.854153	7.621276	true
4	13.236418	3.882131	true
8	13.001981	3.110150	true
16	12.966059	4.020857	true

2	13.103540	8.262455	true
4	13.061461	4.511306	true
8	13.102390	3.109671	true
16	13.457855	4.041174	true

2	13.272725	7.796489	true
4	12.676470	3.802514	true
8	13.168350	3.261265	true
16	13.074927	4.092673	true

2	13.153919	7.916195	true
4	12.805892	3.901039	true
8	13.502603	3.157499	true
16	13.226679	3.960943	true

2	12.916941	7.969156	true
4	12.895666	4.621052	true
8	12.959117	3.060828	true
16	13.283484	4.025148	true

2	12.613127	7.771592	true
4	13.559879	4.678010	true
8	13.292148	3.178470	true
16	13.044690	4.064887	true

2	13.086183	8.329718	true
4	12.768298	4.510124	true
8	13.192776	3.048216	true
16	12.843763	4.007290	true

2	13.865907	7.762354	true
4	13.445479	4.563012	true
8	12.711645	3.137428	true
16	13.165764	4.046286	true

2	12.994241	8.085481	true
4	13.183539	4.531409	true
8	12.920804	3.022052	true
16	13.744510	4.108450	true

2	13.265870	7.946630	true
4	12.533484	4.394011	true
8	12.760715	3.217391	true
16	12.885722	4.024349	true

2	12.815834	7.959819	true
4	12.656880	4.434555	true
8	13.468202	3.002752	true
16	12.916252	3.972743	true

2	13.007422	8.178281	true
4	12.996272	4.315847	true
8	13.206547	3.134747	true
16	13.291353	4.007115	true

2	13.303372	7.656704	true
4	13.471598	4.493012	true
8	13.376828	3.224721	true
16	12.778302	3.951490	true

2	13.003555	8.483018	true
4	12.913494	4.433709	true
8	12.545254	3.139688	true
16	13.029604	4.127563	true

2	13.867116	8.134289	true
4	13.269475	3.924048	true
8	12.981258	3.148905	true
16	12.943402	4.353673	true

2	13.267478	8.014988	true
4	13.172338	4.051524	true
8	13.123203	3.172848	true
16	13.523972	3.959790	true

2	13.324116	7.961875	true
4	12.957766	4.550357	true
8	12.553774	3.247044	true
16	13.014502	4.044003	true

2	12.975661	7.939811	true
4	12.706764	4.256175	true
8	13.462796	3.057080	true
16	13.303905	3.912656	true

2	12.912333	8.194601	true
4	12.981121	5.133428	true
8	12.829201	3.253632	true
16	13.123427	4.005563	true

2	13.280751	8.069405	true
4	13.489392	4.205458	true
8	13.133063	3.102478	true
16	12.947704	3.956409	true

2	13.031445	8.438162	true
4	12.864793	4.529385	true
8	12.711091	3.148805	true
16	12.851150	4.028142	true

2	13.628838	7.979817	true
4	13.115092	4.515067	true
8	13.145564	3.058471	true
16	12.973367	3.955758	true

2	12.903884	7.989567	true
4	12.966021	3.998055	true
8	12.826752	3.099734	true
16	13.544693	4.222352	true

2	13.509466	7.577275	true
4	12.837239	4.173015	true
8	12.825399	3.104223	true
16	12.923016	4.014098	true

2	13.027083	7.808928	true
4	12.831599	4.317808	true
8	13.700514	3.084026	true
16	13.267174	4.150296	true

2	13.050674	7.897453	true
4	12.951582	4.432040	true
8	12.756377	3.201753	true
16	12.654504	4.149944	true

2	13.293785	8.140110	true
4	13.491035	4.528066	true
8	13.277378	3.079351	true
16	13.053764	4.008262	true

2	13.259418	8.398386	true
4	13.087257	4.539610	true
8	12.880696	3.577476	true
16	12.627859	4.104022	true

2	13.753652	7.492163	true
4	13.150320	4.416259	true
8	13.042546	3.151206	true
16	13.012750	3.930816	true

2	13.223107	8.011559	true
4	13.002536	4.356061	true
8	13.051385	3.139216	true
16	13.525304	4.028383	true

2	13.334387	7.675422	true
4	12.983443	4.350857	true
8	12.908877	3.217076	true
16	13.205771	3.947487	true

2	13.024345	7.872927	true
4	12.796353	4.633364	true
8	13.439650	3.060274	true
16	12.979923	3.976247	true

2	12.847152	7.824577	true
4	12.994744	4.575504	true
8	12.932413	3.141011	true
16	12.928150	4.047355	true

2	12.951861	7.832108	true
4	13.783117	4.453126	true
8	13.096500	3.087088	true
16	12.920876	3.968037	true

2	13.154222	8.650321	true
4	12.958105	4.689765	true
8	13.090519	3.114510	true
16	12.932004	4.053777	true

2	13.551308	7.303499	true
4	13.026186	4.479152	true
8	12.943650	3.209421	true
16	13.122865	3.941144	true

2	13.044814	7.959068	true
4	12.859601	4.530428	true
8	12.968708	3.135537	true
16	13.756783	4.337064	true

2	13.609539	7.781868	true
4	13.102156	4.648383	true
8	13.166435	3.216157	true
16	12.846774	4.079186	true

2	12.857268	7.828623	true
4	13.173267	4.512174	true
8	13.425221	3.106573	true
16	12.866726	3.936232	true

2	13.091421	7.584101	true
4	13.182540	4.842696	true
8	13.182566	3.254486	true
16	13.082909	4.254326	true

2	13.068763	8.286382	true
4	13.764665	4.077284	true
8	13.377542	3.063829	true
16	12.819757	3.989180	true

2	13.339129	8.242581	true
4	13.261265	4.524715	true
8	12.918573	3.069882	true
16	12.506648	4.192561	true

2	13.746004	8.462170	true
4	12.911940	3.615055	true
8	13.115003	3.169052	true
16	13.137512	4.006537	true

2	13.091328	7.787370	true
4	12.970233	4.119220	true
8	13.006531	3.093338	true
16	13.452661	4.214806	true

2	13.508341	8.182618	true
4	12.937216	4.425111	true
8	12.547348	3.245524	true
16	13.054750	3.993155	true

2	13.078784	7.504422	true
4	13.149382	4.065528	true
8	13.455199	4.570848	true
16	13.222294	3.953806	true

2	13.521876	7.696645	true
4	12.997801	4.875949	true
8	12.907658	3.154179	true
16	12.940156	3.890123	true

2	12.790198	7.680224	true
4	13.451101	3.784588	true
8	13.210275	3.177887	true
16	13.141242	4.033655	true

2	12.047517	7.954292	true
4	12.930693	4.301230	true
8	13.158994	3.030476	true
16	13.126985	4.118981	true

2	13.571254	8.345816	true
4	13.396690	4.601753	true
8	12.926213	3.098988	true
16	12.980230	4.274992	true

2	13.580645	7.942535	true
4	12.313399	4.534593	true
8	12.971420	3.118449	true
16	13.183875	4.042068	true

